Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
422.7,274.0,307.62,169.32,150.62,34.28,0.32,82.93
118.12,173.65,46.02,175.28,179.24,24.29,0.0,28.43
1001.19,222.71,312.59,152.08,597.71,5.21,0.0,317.76
560.8,177.99,39.78,61.49,229.87,35.47,47.9,88.15
1058.25,146.81,247.41,139.16,492.25,53.24,59.63,59.21
330.85,53.63,64.67,85.53,178.93,21.15,10.99,37.27
173.15,251.13,77.71,108.9,484.15,27.54,5.18,69.8
1862.22,933.01,494.2,459.18,1039.17,204.71,84.02,261.97
923.53,377.98,95.87,250.3,260.75,28.05,74.75,59.47
1223.75,580.13,104.14,52.66,419.69,57.12,7.86,54.49
955.18,540.51,311.07,220.6,354.58,71.53,41.49,51.46
2410.77,1501.98,139.27,499.47,401.84,112.12,0.0,223.18
238.34,149.19,68.88,11.24,110.02,2.79,4.15,68.01
1401.0,238.83,257.7,335.15,664.46,92.0,126.08,228.79
159.78,404.02,177.02,54.66,458.99,34.11,16.93,162.76
540.54,788.2,105.89,56.98,273.46,1.93,47.72,135.44
853.09,1507.17,365.61,394.56,254.71,0.31,46.75,89.68
453.12,62.65,45.63,92.88,85.36,9.31,49.82,23.86
345.3,60.32,17.16,74.18,212.82,12.04,9.34,35.61
125.1,53.36,23.35,39.45,52.53,7.23,6.86,32.86
236.81,287.01,31.95,63.09,118.09,22.67,14.27,43.39
1855.56,1812.28,753.19,874.7,825.11,151.68,11.3,518.54
781.86,157.84,60.08,116.47,190.35,52.98,21.3,144.87
93.98,93.22,87.68,83.66,133.51,0.72,0.0,24.64
592.04,251.36,111.54,198.16,148.13,4.91,0.0,67.08
189.1,36.34,71.79,109.54,179.9,18.3,20.07,24.89
329.27,89.6,91.04,107.25,56.19,17.43,0.0,70.43
832.98,518.73,257.74,288.47,710.3,57.94,79.25,168.88
107.43,99.95,46.6,50.92,105.35,24.31,2.49,84.39
1022.28,529.55,773.5,155.18,712.68,111.82,10.03,295.3
373.01,234.62,353.64,67.54,137.26,21.75,107.93,74.05
1113.4,108.88,62.55,103.53,386.14,37.11,0.0,86.94
212.4,172.78,151.31,79.7,333.38,22.54,101.9,109.99
1591.1,495.83,731.27,440.82,980.16,65.08,0.0,35.09
1662.36,874.17,389.23,260.82,338.08,0.24,0.0,181.52
767.29,531.11,283.32,151.03,313.22,72.24,53.76,153.01
1147.06,354.74,264.19,193.76,458.2,33.9,8.3,42.51
848.16,474.32,69.33,48.34,135.91,48.65,0.0,18.47
468.5,479.94,148.58,183.05,762.91,86.32,0.0,122.71
324.55,295.44,136.06,155.31,127.0,10.01,7.52,153.03
207.33,233.59,314.28,88.74,126.04,29.6,82.26,19.89
436.74,170.26,150.61,103.94,244.82,36.56,0.0,33.67
236.4,244.31,135.52,273.7,396.62,25.04,48.33,131.61
577.83,330.6,213.73,49.39,196.36,18.75,14.97,77.51
1107.74,513.05,114.84,323.22,720.13,33.44,72.0,57.25
720.42,364.42,227.38,533.82,1198.09,45.82,0.0,158.79
1988.13,482.51,267.91,548.5,717.11,46.19,129.97,449.15
114.28,51.06,38.64,69.02,58.34,21.32,47.05,47.54
1620.09,608.17,416.9,833.28,879.31,54.54,161.75,628.98
329.11,399.28,66.46,208.37,282.32,49.46,40.05,77.31
372.68,818.17,155.65,237.83,716.76,37.01,61.55,236.27
316.88,104.84,73.03,85.19,123.64,21.26,0.0,22.82
543.34,330.92,222.13,376.93,150.83,20.61,31.36,86.47
1272.73,556.95,90.11,428.26,560.68,51.25,79.92,58.44
284.15,141.22,37.11,14.45,40.98,4.22,0.0,17.37
363.01,520.49,519.71,327.01,569.95,62.17,0.0,89.98
2057.18,1231.59,246.83,602.82,1548.52,184.91,30.12,246.27
655.85,360.1,65.23,123.13,209.97,51.52,0.0,137.29
981.01,1012.54,741.8,639.18,234.27,31.73,150.27,133.44
640.6,262.41,110.91,90.22,269.65,7.96,24.16,139.6
716.61,738.27,552.87,168.15,885.14,113.52,13.23,200.31
40.12,59.28,30.41,13.87,15.68,5.51,16.36,11.35
6888.06,3019.24,1077.99,708.91,2758.22,237.37,0.0,604.6
3690.53,1330.11,1342.38,378.6,921.72,155.12,41.3,700.74
855.63,156.36,68.68,58.75,420.31,8.38,55.99,60.51
118.88,39.57,45.15,44.24,61.93,9.07,3.12,26.02
1005.2,454.64,164.22,238.08,454.38,8.37,119.94,139.19
286.11,185.82,120.88,51.41,110.31,7.36,26.16,52.34
554.87,391.38,245.85,337.9,690.39,76.18,0.0,145.02
312.64,319.26,442.53,136.67,481.67,29.49,19.9,106.74
314.92,91.42,136.84,109.98,144.05,0.84,0.0,67.12
1084.36,399.22,436.18,887.69,683.73,24.76,0.0,160.59
2056.82,219.98,88.95,485.98,348.97,59.39,56.24,245.25
1623.99,806.18,614.13,764.31,565.54,24.27,189.93,40.68
600.49,212.34,223.29,191.19,420.53,63.73,101.36,134.97
202.3,186.1,53.07,20.99,120.45,6.02,11.47,20.61
1049.68,516.29,740.96,346.59,756.51,1.08,26.93,228.71
830.02,438.48,90.64,54.46,235.21,11.5,66.03,69.83
220.7,160.5,54.69,55.43,97.46,12.47,16.39,40.52
847.91,496.09,277.78,240.33,1029.39,154.48,104.15,432.04
2911.85,1164.0,1016.35,615.9,564.73,231.85,336.95,949.49
1100.55,483.22,167.54,34.04,370.15,32.45,42.28,153.95
5372.48,1469.79,391.87,1684.01,1702.4,260.99,423.05,786.32
859.79,608.73,190.76,99.73,350.25,20.2,23.92,80.03
630.82,187.08,75.46,196.15,363.35,33.55,47.92,48.64
410.77,318.45,113.56,200.49,326.45,12.71,62.41,68.83
3996.78,523.71,772.17,1143.77,600.19,120.5,20.95,242.25
441.23,74.97,157.84,73.85,86.19,8.51,22.34,128.04
2321.71,684.17,167.47,405.58,231.66,66.94,9.24,147.44
488.52,119.24,219.93,92.24,406.62,6.87,39.01,70.13
586.19,119.94,215.81,140.56,298.87,33.33,22.61,46.25
1373.95,909.5,768.43,196.99,1488.43,75.12,142.62,336.97
341.54,330.2,192.85,133.23,234.22,22.39,26.91,60.31
200.46,188.12,81.54,152.03,102.69,10.79,0.0,63.98
892.73,837.58,241.21,744.78,368.66,139.96,0.0,285.89
1641.61,496.52,407.98,598.28,465.0,204.73,336.29,179.38
956.52,173.82,264.02,430.42,848.95,62.56,190.99,141.21
616.03,123.24,62.82,61.61,155.37,35.55,0.0,69.34
121.11,377.02,45.45,93.53,216.01,13.53,69.6,31.3
267.32,345.64,225.98,366.97,233.25,16.84,0.0,54.17
1034.2,371.73,136.23,485.32,726.62,21.75,105.04,59.6
147.75,58.21,24.1,92.48,136.18,1.86,29.99,76.51
1920.55,988.94,586.37,129.36,689.01,14.47,6.18,293.82
485.97,285.47,255.66,189.01,164.1,5.94,0.0,147.02
111.43,117.4,27.1,21.1,29.66,0.81,1.98,16.01
212.53,227.83,69.28,67.5,39.91,24.66,37.06,80.96
135.63,379.33,192.88,113.21,204.24,29.79,6.88,56.51
438.37,283.76,175.09,170.03,196.42,57.2,15.37,143.89
4170.38,1018.52,467.39,1044.98,1020.88,213.7,0.0,1110.43
493.4,183.22,329.84,172.96,174.49,13.24,73.69,139.5
269.81,241.39,157.61,88.78,93.54,5.47,29.38,40.59
640.73,168.54,197.43,136.47,221.59,56.54,32.79,119.32
583.13,245.0,244.83,185.31,114.87,8.46,41.42,38.27
865.38,215.22,358.33,145.7,184.09,59.67,153.85,125.39
356.42,380.53,112.67,181.88,890.58,23.31,117.84,160.27
3160.02,918.25,284.83,803.25,569.86,81.25,121.66,386.73
864.73,196.82,202.41,370.44,356.34,40.99,89.07,112.31
3911.71,2065.18,799.6,619.45,497.44,116.56,233.34,622.38
1573.96,717.38,390.87,168.74,451.54,11.95,82.75,88.63
503.96,315.75,147.14,214.34,161.65,3.84,0.0,42.77
5993.46,2102.26,1026.5,1225.64,3041.31,119.43,60.66,286.62
762.58,372.96,336.96,160.63,408.44,45.57,38.03,196.89
228.14,290.9,46.1,50.62,56.11,14.62,1.17,52.68
1378.52,624.12,569.85,514.83,1054.87,83.9,67.59,379.74
6020.54,1548.06,441.67,1302.05,1361.38,40.25,198.29,654.22
624.9,336.56,131.73,258.35,543.69,21.81,0.0,56.95
680.89,121.45,192.48,67.62,221.57,10.8,0.0,31.29
873.99,107.18,37.27,63.8,159.08,38.31,101.29,34.05
2218.2,784.16,120.94,256.89,162.15,15.49,45.97,221.75
1377.67,1173.79,396.55,338.77,607.29,52.8,77.23,163.22
874.98,636.2,338.06,61.32,516.28,13.15,174.02,187.96
1148.37,185.89,399.24,118.33,435.84,42.52,18.44,77.04
2857.18,1862.97,694.7,225.27,917.83,207.66,3.81,520.48
519.11,231.09,50.66,96.77,307.22,21.69,8.97,28.42
2599.78,694.13,305.08,181.25,930.05,117.98,164.94,176.75
840.9,165.68,149.38,82.29,228.3,39.84,84.53,38.66
1629.47,563.47,52.94,414.62,397.05,25.5,0.0,323.78
1057.66,525.43,129.44,75.23,381.31,2.88,62.24,122.74
1113.92,215.96,228.87,269.88,521.27,43.21,21.09,84.31
771.83,289.29,52.19,170.84,339.45,41.73,24.42,17.61
2480.96,363.47,532.71,234.64,1650.09,64.19,385.87,194.66
420.36,230.08,145.25,57.5,221.24,8.42,0.0,50.88
542.46,218.98,105.97,75.92,187.67,11.07,17.6,85.3
3562.25,1321.04,1596.88,436.09,1641.75,115.35,226.12,280.04
1937.43,710.18,154.68,768.84,238.73,19.81,156.53,159.13
112.44,27.42,54.07,28.73,77.76,5.09,0.92,10.97
395.23,168.37,68.56,169.33,210.17,7.86,40.67,120.3
170.51,134.7,10.68,22.55,115.16,11.27,18.91,17.54
577.47,44.02,149.0,62.96,288.77,11.06,32.8,50.61
96.84,42.06,9.86,16.29,34.5,2.51,7.94,11.09
747.7,205.31,198.67,250.83,134.89,26.52,17.32,113.77
257.91,149.73,49.59,51.94,208.24,5.9,5.57,21.09
930.35,254.47,235.99,216.84,214.13,0.96,77.44,189.19
262.24,37.94,23.6,35.57,82.99,0.09,29.74,22.26
1087.39,565.81,200.76,206.2,353.84,8.05,109.53,171.39
607.33,477.09,218.01,197.03,72.21,17.79,0.45,48.29
2015.98,474.61,1090.07,832.77,669.72,54.22,0.0,440.96
3934.44,1016.09,680.0,434.82,769.21,79.81,264.14,336.96
325.38,610.87,363.71,326.06,1300.99,72.3,44.42,126.88
919.66,279.63,108.15,65.6,207.97,6.0,0.0,55.78
3659.29,1375.46,1882.84,524.71,1541.23,270.52,138.6,557.08
171.78,71.35,118.55,71.39,74.39,4.93,13.39,9.05
219.56,86.43,50.48,63.27,77.05,2.93,13.91,80.46
809.42,414.19,237.75,128.82,352.74,0.53,0.0,50.08
4983.57,1835.29,2399.6,2332.45,2054.84,104.16,602.05,619.23
1064.02,232.45,85.12,316.07,301.97,22.09,40.92,94.77
799.75,213.87,70.29,73.02,110.01,38.05,0.0,49.28
305.39,87.73,75.1,127.48,59.18,6.64,10.4,48.78
1906.19,445.51,80.39,205.05,614.89,107.4,80.78,88.51
2015.63,1123.97,230.81,199.24,994.79,97.54,145.42,69.11
579.3,709.86,290.27,167.42,339.12,6.64,0.0,208.89
189.09,196.42,151.34,41.29,91.93,21.17,29.67,27.44
209.25,54.7,60.55,58.83,86.17,16.84,6.26,27.22
210.75,163.51,96.5,36.18,66.09,2.03,3.53,49.53
909.56,400.79,79.74,65.27,173.69,54.31,91.29,65.76
111.34,161.82,37.1,82.19,34.68,14.18,33.82,37.67
220.78,76.48,40.42,112.25,135.06,11.37,40.92,28.1
696.27,276.06,117.52,165.35,237.96,19.83,7.49,60.9
252.76,253.2,121.58,84.36,363.97,25.97,56.35,44.69
395.28,299.6,253.39,57.83,264.91,31.46,0.0,70.57
654.4,762.6,283.1,99.74,785.88,44.4,22.66,38.66
1115.11,140.75,374.2,268.25,435.29,47.08,16.46,83.87
635.17,154.33,337.38,283.56,75.18,11.26,41.36,163.41
471.28,704.56,91.01,166.86,435.18,67.54,0.0,99.66
99.07,92.67,79.49,24.65,230.33,14.63,25.57,22.96
809.5,589.75,203.7,196.77,134.36,44.12,64.86,197.64
491.36,443.76,372.3,49.05,304.89,49.16,0.0,76.4
280.46,33.91,32.06,41.16,54.41,5.64,0.0,54.0
2115.94,891.16,601.93,525.9,285.71,65.99,125.54,343.6
309.9,113.47,49.2,132.49,328.82,19.84,34.03,35.04
905.29,152.15,342.25,63.94,316.29,7.8,123.83,77.85
1443.29,1135.78,387.68,544.25,362.29,70.65,211.23,309.81
2252.58,1010.71,652.2,306.89,581.57,23.22,0.0,200.28
936.51,532.07,229.25,82.49,324.77,4.86,68.0,60.75
548.16,314.26,172.1,114.39,160.13,40.89,2.38,86.64
1911.92,724.72,341.86,250.74,512.41,66.41,3.97,119.64
1104.02,1037.36,123.3,327.88,200.15,73.26,138.45,95.27
148.26,167.19,179.12,35.46,208.57,16.43,0.0,104.3
233.95,238.3,46.67,99.96,216.79,21.85,65.79,16.95
57.72,127.52,26.81,20.15,106.73,2.15,11.14,4.63
1016.92,616.19,84.97,153.41,575.24,29.69,83.27,232.75
218.7,486.55,340.64,103.53,197.4,62.06,110.51,44.76
2669.76,883.07,307.02,423.76,957.33,152.73,50.82,243.21
777.12,123.26,232.57,467.14,295.37,51.62,33.54,232.89
987.17,1331.83,165.9,446.15,355.43,140.4,14.68,189.56
544.12,353.58,71.83,52.6,252.6,23.53,26.6,94.32
1070.79,1145.88,196.28,177.31,723.8,153.91,42.45,449.65
250.94,232.34,61.61,75.8,185.72,9.74,42.94,71.22
1050.47,869.67,131.82,302.87,752.5,95.3,111.62,209.9
135.53,102.43,97.26,20.36,72.98,9.79,24.39,17.49
1032.73,685.11,416.37,218.07,661.46,10.33,102.12,235.39
119.08,62.65,22.12,50.97,72.55,1.92,4.66,18.08
570.77,110.83,103.88,67.32,313.87,44.91,73.26,35.58
1306.48,448.74,351.45,214.04,203.92,16.43,99.42,185.41
389.38,282.44,39.3,150.77,153.05,28.64,0.0,63.55
362.5,185.75,74.46,129.97,252.42,8.07,39.37,42.69
388.38,905.74,679.12,384.39,674.33,4.83,65.19,206.16
438.97,160.97,354.77,188.96,263.09,23.5,13.3,104.27
682.14,289.72,112.31,165.41,198.19,33.91,53.79,83.52
694.36,601.94,95.5,192.71,197.44,24.03,7.78,33.94
7012.96,3645.18,1612.44,1655.78,4477.68,426.95,1023.45,646.53
1488.07,1122.33,274.79,733.11,674.94,64.32,0.0,258.22
1283.99,949.6,101.27,782.63,289.74,17.55,215.42,119.33
1468.4,328.72,85.99,292.02,542.7,12.29,10.96,247.19
297.25,531.73,169.49,137.21,163.31,35.51,88.56,210.73
25.05,29.46,11.53,21.19,57.14,3.45,4.55,24.6
249.96,359.91,119.79,78.04,300.72,1.14,75.5,45.05
174.36,196.82,133.47,269.36,263.51,17.32,0.0,82.1
112.62,109.95,20.02,72.74,71.48,0.58,0.0,36.13
185.07,63.3,108.4,30.1,88.09,4.17,18.36,62.45
233.91,96.77,50.26,13.13,96.61,11.17,16.0,21.54
465.08,215.12,306.66,182.43,272.12,9.26,14.94,69.65
613.16,577.43,97.78,325.12,343.4,42.66,38.04,253.15
2299.21,911.85,867.14,208.38,1243.78,30.92,302.78,368.56
550.73,529.82,159.28,157.67,357.9,27.27,38.36,234.31
403.1,286.42,22.93,39.27,91.77,1.01,0.0,50.66
109.93,84.25,77.57,26.39,67.58,13.98,17.9,49.75
65.8,52.0,61.73,36.87,78.79,12.3,10.6,20.15
291.73,85.22,82.96,95.85,69.12,11.09,30.4,74.2
522.14,116.26,100.01,40.11,210.64,8.79,21.54,22.12
284.41,335.99,157.25,155.19,111.89,48.33,77.43,46.31
351.78,116.31,82.74,51.41,152.67,29.91,41.09,38.68
355.7,498.88,153.72,343.34,714.95,19.33,82.73,72.7
848.18,248.06,134.53,55.87,178.47,44.55,0.0,118.17
871.25,332.56,242.56,180.42,298.26,21.71,102.23,124.27
752.24,741.27,278.59,567.27,1428.52,62.57,196.2,438.05
361.01,243.67,66.7,50.41,108.95,0.19,37.3,41.54
332.16,302.84,407.67,236.15,212.56,22.52,0.0,93.21
514.01,436.8,259.67,41.24,361.1,19.41,0.0,53.99
556.61,533.92,211.39,129.26,448.47,13.52,28.17,98.06
871.17,1085.2,72.22,358.93,356.07,124.05,138.98,59.57
412.96,802.53,784.89,307.0,649.53,111.73,42.51,202.39
78.42,251.7,86.86,104.04,155.31,10.13,51.44,29.95
803.86,540.07,346.06,52.18,114.57,37.17,54.74,46.0
1051.19,528.02,164.5,247.85,356.28,8.05,85.35,43.7
416.32,402.11,113.32,76.56,212.53,40.58,93.47,59.26
1075.07,384.91,263.82,234.39,476.21,20.35,37.46,118.9
725.32,725.96,379.92,493.3,440.34,3.93,30.92,191.14
3846.84,840.59,319.71,489.08,1663.05,103.66,152.02,282.63
77.93,92.2,72.23,88.47,122.29,9.26,21.53,15.99
554.32,156.62,132.41,282.59,565.17,50.78,25.05,79.15
445.31,191.78,44.57,71.02,176.02,6.19,10.73,125.57
1315.79,379.86,512.24,69.87,352.36,43.26,155.69,61.99
278.11,117.37,101.16,68.54,48.67,0.31,0.13,37.81
398.75,647.83,334.83,239.05,595.82,20.76,96.51,167.45
234.86,318.78,90.01,45.67,185.96,23.77,40.4,33.06
290.19,106.37,100.7,60.58,116.04,2.96,8.34,23.53
139.15,113.73,37.15,51.99,43.8,17.45,0.0,21.38
367.26,451.02,78.23,282.84,455.19,23.67,0.0,28.66
995.97,1006.42,471.19,736.88,500.96,101.9,6.97,185.35
407.43,365.49,239.58,255.27,213.03,11.09,0.0,99.13
1614.24,346.76,267.08,159.74,298.66,12.33,11.79,44.19
3458.25,1281.48,218.66,396.31,833.84,145.33,37.71,544.09
381.34,478.93,240.08,220.02,466.96,6.16,161.61,78.45
679.44,363.58,135.55,143.4,211.65,3.75,81.47,25.46
1252.39,294.68,453.46,157.23,492.23,31.26,0.0,47.29
521.15,173.06,199.16,158.52,246.69,36.93,85.74,50.45
254.95,287.71,89.03,95.44,124.91,6.44,0.0,30.51
74.16,122.15,51.39,15.13,57.43,0.7,3.81,23.79
2100.78,742.13,75.46,616.65,346.91,67.74,92.82,110.26
466.69,370.71,192.9,81.34,272.38,27.63,11.51,66.32
1229.99,423.77,226.79,115.45,605.69,16.31,97.19,240.82
209.58,267.33,130.51,52.18,84.67,15.49,45.8,74.26
273.2,671.21,418.43,155.67,193.86,27.67,95.68,132.11
152.71,102.73,114.64,131.58,161.48,19.93,0.0,75.28
746.69,188.75,196.22,283.26,300.46,62.39,10.39,103.22
1679.86,740.28,206.6,114.25,713.03,45.34,181.91,78.23
1220.18,987.46,142.71,710.33,811.85,2.21,49.6,135.94
931.35,265.42,110.94,87.95,339.64,3.2,46.33,195.5
180.13,57.49,88.29,101.03,63.98,5.52,0.0,19.54
6225.07,5787.21,2059.98,1274.68,3476.68,388.73,1151.04,1028.35
1080.92,1597.05,926.8,838.56,1695.76,46.99,241.82,404.11
1158.05,794.1,512.66,646.25,429.32,29.07,106.06,202.87
518.88,367.13,119.8,96.29,94.93,34.33,42.67,47.09
161.12,106.72,332.09,174.59,115.37,13.4,64.11,20.35
390.7,92.1,224.51,164.05,264.69,9.47,0.0,33.78
2079.05,1047.12,539.31,450.59,1003.97,35.01,207.53,228.52
602.06,148.56,302.93,245.45,376.94,25.42,0.0,45.48
299.97,191.27,98.16,90.23,193.93,5.54,38.03,27.76
442.57,198.32,105.64,87.16,304.09,19.19,75.36,88.62
529.99,681.28,165.45,477.86,694.38,124.71,215.66,202.03
1098.38,1551.67,1402.11,188.42,1100.65,98.46,177.62,250.3
2843.66,1244.55,448.67,914.09,1246.35,136.49,51.1,108.3
1204.84,911.24,242.61,567.37,640.82,26.98,189.08,94.85
309.49,307.32,158.49,94.1,419.22,24.71,12.35,60.48
37.41,42.72,20.72,18.12,20.63,0.91,0.0,7.33
1025.59,645.54,422.1,297.58,557.76,68.97,158.81,61.46
189.45,470.27,138.49,204.16,431.02,35.87,62.95,88.78
536.81,136.53,320.02,120.44,284.67,57.36,38.68,184.19
559.97,552.79,300.8,127.62,398.8,22.26,0.0,50.48
333.1,115.83,55.24,97.1,119.53,3.24,37.01,20.38
896.62,249.11,86.33,325.18,689.88,64.91,169.33,217.11
1016.49,890.65,247.42,470.91,615.43,75.22,53.09,219.91
750.88,276.42,157.61,282.25,186.2,90.06,164.66,33.39
820.67,812.23,211.33,597.06,1215.66,31.33,43.77,327.18
647.88,1043.74,358.55,356.58,584.36,13.89,80.46,80.78
784.22,99.11,230.26,220.83,103.14,48.1,54.93,56.54
1231.56,412.4,118.9,147.53,175.66,25.66,56.7,132.29
933.96,494.74,72.97,97.05,464.53,31.21,145.6,210.49
539.22,201.05,419.4,279.71,295.0,37.76,0.0,46.54
1007.51,1118.91,860.56,504.98,301.99,74.24,45.0,128.51
1155.93,720.5,190.19,690.66,401.9,57.82,41.51,185.0
3591.25,729.31,887.47,500.87,3119.66,167.1,73.76,502.64
2121.03,2451.6,2248.19,1430.83,2264.77,232.18,0.0,557.72
280.44,138.1,282.88,246.75,135.45,49.84,103.06,147.56
28.23,9.98,5.77,3.12,17.73,1.66,2.84,9.57
1105.26,1845.59,765.75,1135.94,1529.63,149.68,0.0,336.24
606.73,269.61,128.04,280.51,412.6,0.52,17.61,64.51
521.26,281.04,23.36,180.87,284.75,8.51,35.37,41.95
488.67,234.58,145.47,132.47,121.09,17.61,56.15,154.08
753.8,345.07,121.57,97.54,313.48,26.3,3.93,49.6
1269.87,656.65,439.8,193.29,450.95,24.12,192.0,72.71
192.18,114.54,62.98,48.43,81.72,17.93,8.45,43.76
439.58,88.47,106.45,22.95,59.63,22.21,44.73,61.36
1005.22,196.73,42.05,459.45,184.6,4.07,15.81,98.12
1337.73,917.74,206.58,209.72,582.34,7.06,0.0,102.7
596.78,693.6,230.03,147.39,405.99,60.88,59.16,194.28
496.76,246.57,179.8,114.58,176.33,5.13,0.0,55.12
374.61,180.61,24.8,88.67,165.1,3.28,0.0,73.97
266.64,115.25,39.23,237.25,379.73,39.77,34.64,33.06
792.06,570.57,165.25,168.6,146.97,84.97,0.0,145.88
921.47,1129.52,398.37,198.81,1075.7,141.53,248.42,737.37
162.54,66.23,48.33,24.37,22.22,4.73,9.17,15.82
449.99,120.83,96.1,75.98,554.37,41.31,8.64,49.51
114.49,123.98,54.86,77.78,99.18,15.94,13.12,66.79
98.89,54.44,32.64,37.52,38.3,4.93,21.75,10.62
1359.97,352.48,455.19,585.96,751.17,66.57,110.46,190.14
1098.32,288.48,330.26,169.38,693.47,95.21,136.58,107.2
327.34,853.35,327.0,365.4,307.61,31.19,0.0,135.54
1901.99,601.31,402.05,266.44,566.83,87.02,184.88,342.24
226.18,177.58,57.15,71.96,275.28,24.48,0.0,37.05
565.68,187.05,97.46,141.1,431.9,9.38,0.0,96.0
5800.07,3637.65,1172.49,262.39,2210.99,15.39,546.11,1174.24
388.28,303.28,79.94,172.0,157.19,41.77,1.3,134.97
2225.73,415.99,173.87,261.4,490.22,118.92,101.67,64.53
973.16,293.95,283.41,130.21,411.36,26.46,41.63,147.02
237.86,60.17,9.06,70.5,67.39,5.95,0.0,42.79
136.58,43.73,32.51,43.43,101.12,5.36,0.0,44.04
620.56,216.41,85.09,216.45,223.01,10.08,23.62,54.95
1651.55,302.37,613.91,150.63,698.14,23.64,4.8,88.34
635.79,836.04,312.45,631.27,406.02,105.07,7.03,85.55
536.4,1106.79,463.62,558.39,968.23,93.68,0.0,80.16
249.23,246.23,121.93,87.82,67.05,6.05,0.0,111.77
1654.15,1616.63,336.11,984.22,264.21,138.4,241.52,809.19
458.39,158.24,109.96,27.16,42.8,23.03,0.0,33.86
278.72,129.28,160.5,171.88,416.76,48.25,109.71,48.39
774.83,306.63,192.44,47.38,380.97,9.17,123.55,155.83
247.98,90.44,292.67,272.98,225.62,52.23,55.48,45.26
2711.31,796.84,175.46,267.14,963.01,84.85,86.58,348.5
485.52,58.69,46.15,60.4,307.38,28.48,0.0,149.69
108.21,137.19,33.63,17.04,190.66,7.27,35.57,34.42
796.63,515.51,193.06,67.26,428.89,31.04,36.3,103.83
914.54,315.67,190.7,97.66,85.85,19.46,29.16,24.87
5615.23,8113.11,2517.7,625.75,3380.94,742.87,1797.18,1198.83
1665.85,543.66,207.67,697.85,387.79,65.67,1.91,182.23
477.43,512.08,81.05,230.27,309.31,14.06,28.74,55.11
478.11,90.09,37.73,29.29,139.63,10.59,0.0,69.71
43.56,109.53,10.01,43.13,52.27,5.88,25.35,31.74
397.47,96.07,56.56,93.59,253.95,8.66,2.77,75.47
857.11,585.8,146.67,123.34,300.83,17.98,153.84,69.14
1591.57,1158.92,268.24,1052.77,513.94,146.08,0.0,224.79
1567.4,960.79,471.37,235.4,1300.02,115.77,0.0,210.01
790.58,211.86,470.3,392.7,386.53,29.76,20.5,75.64
794.3,150.34,98.69,119.34,408.54,11.86,80.16,113.5
235.24,206.75,370.95,178.38,511.68,71.63,86.22,93.05
356.08,239.83,76.56,98.94,273.89,2.31,9.33,36.37
1137.15,1527.39,344.01,927.22,1605.17,118.45,403.11,354.0
811.58,231.69,162.37,128.85,116.41,25.56,27.14,126.77
745.87,177.26,154.36,187.84,141.73,16.54,0.0,126.39
95.18,65.09,36.04,19.43,43.53,7.14,0.16,23.57
990.46,204.08,52.93,84.32,258.6,40.04,59.04,41.93
493.61,507.93,514.75,543.82,610.5,0.62,80.81,155.39
99.02,249.92,68.24,38.17,193.32,16.11,25.62,45.82
111.09,253.63,94.11,53.52,59.16,22.73,0.0,44.72
992.33,1028.58,135.32,476.14,844.08,119.37,148.73,222.32
160.3,142.51,53.72,62.43,130.86,9.67,0.0,43.74
2219.35,649.47,562.48,392.49,1143.8,40.06,203.51,154.23
667.68,292.58,235.88,48.7,62.86,42.5,48.34,25.24
646.27,213.44,60.35,124.68,194.18,3.01,106.98,71.01
451.66,145.57,59.57,78.05,124.84,12.85,0.0,53.95
1269.14,559.53,289.99,285.7,772.75,16.47,41.76,230.76
7682.06,1179.38,527.83,2215.65,3249.84,293.85,0.0,732.66
385.79,604.98,418.31,366.54,213.83,116.31,219.29,162.56
386.15,56.03,156.52,105.14,82.93,0.21,0.0,36.03
2881.13,301.08,462.4,580.82,830.43,63.76,23.69,262.26
357.04,106.76,91.67,75.66,471.23,34.05,76.56,56.0
2715.43,1231.21,598.19,1163.32,646.82,114.51,309.25,276.02
1540.03,241.48,610.95,224.71,175.39,88.5,0.0,238.04
51.39,28.84,5.51,17.56,44.72,2.13,0.95,2.25
116.18,153.73,35.1,99.65,183.36,19.02,9.47,41.69
809.06,286.32,318.17,211.57,625.34,31.0,67.19,278.74
262.04,229.06,144.48,87.73,135.03,41.83,46.19,201.54
110.99,125.74,37.21,106.63,134.44,4.77,10.78,78.77
256.62,238.57,84.99,107.75,229.07,26.61,36.5,138.27
183.11,41.78,40.38,39.75,87.36,2.56,12.62,35.57
243.74,365.44,125.25,161.55,400.28,2.68,66.91,187.78
1996.0,2527.0,546.76,1313.23,3896.2,232.3,375.41,642.59
1402.27,956.65,314.12,307.97,1118.61,66.53,0.0,235.65
1864.36,1258.19,1645.57,1424.12,1606.98,241.76,0.0,775.26
2203.78,903.96,376.4,407.91,428.96,84.47,75.96,116.12
2587.27,351.86,459.89,751.41,584.23,51.43,270.0,97.99
1674.0,516.52,456.39,1078.68,1097.62,286.2,8.36,913.29
1529.34,284.47,85.61,142.2,353.88,58.92,105.84,93.06
376.42,507.45,204.28,130.36,444.56,23.71,95.92,213.18
1528.78,209.12,451.01,541.4,471.03,33.77,76.16,96.18
